time (ms),x (m/s^2),y (m/s^2),z (m/s^2),B (Raw)
6886616,-2.15,0.04,-9.42,506
6887643,0.20,-0.52,-9.11,506
6888670,4.13,0.26,-11.05,506
6889696,-0.13,-0.22,-10.16,506
6890723,-1.18,0.68,-10.70,507
6891756,1.10,0.00,-12.09,506
6892783,2.71,-0.07,-11.67,506
6893810,0.17,0.83,-9.85,507
6894837,-0.66,0.94,-10.04,506
6895864,1.81,1.20,-11.17,507
6896891,2.82,0.64,-11.36,506
6897918,-0.36,-0.34,-9.97,506
6898946,0.32,0.64,-11.20,506
6899973,1.14,0.08,-9.08,506
6900999,-0.58,0.00,-10.12,506
6902026,1.03,-0.79,-11.59,506
6903053,2.07,0.23,-10.97,506
6904080,1.59,0.83,-10.70,507
6905107,-0.28,-0.45,-9.46,506
6906134,0.91,-0.22,-10.86,506
6907161,2.26,-0.04,-11.94,506
6908188,0.17,0.00,-12.33,506
6909221,0.02,0.30,-9.97,506
6910247,1.14,1.69,-10.62,506
6911275,2.26,0.26,-13.45,506
6912302,0.05,-1.31,-10.00,506
6913329,0.62,-0.52,-8.34,506
6914356,0.20,1.09,-11.44,506
6915383,-0.24,0.87,-10.97,506
6916410,1.36,-1.35,-10.74,506
6917437,2.89,-0.67,-10.35,506
6918464,2.52,1.09,-9.08,506
6919491,0.39,1.92,-10.97,506
6920535,-0.73,0.11,-10.74,506
6921562,0.88,-0.86,-10.55,506
6922589,0.17,-0.15,-11.98,506
6923616,0.17,-0.04,-11.28,506
6924655,0.69,0.49,-11.20,506
6925682,1.29,1.17,-10.82,506
6926715,1.40,0.11,-11.01,506
6927742,0.13,-1.84,-11.24,506
6928782,-0.43,-3.12,-9.50,506
6929808,-0.88,-0.71,-9.62,507
6930835,1.81,1.88,-12.25,506
6931862,0.99,1.24,-10.35,506
6932889,0.91,0.49,-11.01,506
6933916,0.73,-0.15,-10.51,506
6934943,0.91,-0.30,-10.43,506
6935970,2.26,0.08,-9.93,506
6936997,-0.54,0.79,-11.67,506
6938024,-0.06,1.20,-11.48,506
6939052,0.13,1.05,-11.28,506
6940091,1.40,0.11,-10.86,506
6941118,1.25,-0.82,-11.82,506
6942145,1.29,-0.52,-10.89,506
6943172,1.10,0.00,-11.98,506
6944205,0.69,0.08,-9.35,506
6945232,1.03,0.23,-11.24,506
6946259,1.85,0.53,-11.05,506
6947286,0.54,-0.07,-10.43,506
6948313,-0.80,-2.03,-10.51,506
6949340,1.10,-1.73,-10.86,506
6950367,2.30,1.05,-11.24,506
6951394,1.03,2.44,-8.50,506
6952421,0.13,1.54,-11.24,506
6953448,0.76,-0.30,-9.89,506
6954475,2.60,-0.86,-11.28,506
6955502,-0.21,-0.90,-10.47,506
6956529,-2.30,-0.79,-8.15,506
6957555,3.53,0.94,-11.78,506
6958582,2.15,0.41,-11.71,506
6959609,-0.17,0.64,-10.35,506
6960636,1.77,0.90,-9.69,506
6961670,0.69,-0.19,-10.00,506
6962697,0.17,-0.30,-10.89,506
6963724,-0.88,1.02,-11.05,506
6964751,1.03,0.00,-11.86,506
6965778,2.52,0.08,-12.13,506
6966805,0.62,0.68,-9.73,506
6967831,1.44,0.04,-10.86,506
6968858,2.71,-0.15,-12.17,506
6969885,1.51,1.47,-9.89,506
6970912,-0.02,2.41,-9.42,506
6971939,0.62,-0.26,-11.86,506
6972966,0.91,-3.98,-10.62,506
6973993,0.47,-2.52,-10.20,506
6975020,0.24,1.54,-9.97,506
6976047,0.95,1.50,-11.24,506
6977074,0.65,-0.82,-11.86,506
6978101,0.50,-1.84,-9.54,506
6979134,0.65,0.04,-10.43,506
6980161,1.29,0.08,-10.82,506
6981188,2.22,0.26,-10.00,506
6982214,0.13,0.04,-10.31,506
6983241,-0.47,0.49,-10.86,506
6984268,1.74,0.11,-11.09,506
6985295,0.20,0.08,-11.82,506
6986322,0.05,0.08,-9.85,506
6987350,1.25,1.13,-11.48,506
6988377,1.29,0.38,-11.59,506
6989404,0.69,-1.20,-10.08,506
6990430,-0.02,-1.91,-9.27,506
6991457,3.12,0.90,-13.49,506
6992484,2.45,1.99,-12.29,506
6993511,0.24,-0.64,-10.47,506
6994538,1.18,-0.45,-11.55,506
6995565,2.03,0.08,-12.40,506
6996590,2.52,-0.71,-11.44,506
6997633,0.69,1.02,-10.04,506
6998660,-0.02,0.75,-11.55,506
6999687,-1.33,0.56,-11.05,506
7000714,3.19,-0.07,-10.93,506
7001753,2.89,0.49,-10.97,506
7002780,-1.78,-0.30,-11.36,506
7003821,0.69,0.94,-11.55,506
7004848,2.78,0.49,-10.78,506
7005875,-0.09,0.00,-10.31,506
7006902,1.40,0.00,-9.62,506
7007928,2.18,0.08,-11.17,506
7008955,0.20,-0.19,-10.82,506
7009982,0.17,0.08,-11.05,506
7011009,0.91,0.08,-11.01,506
7012036,0.35,-0.07,-10.59,506
7013067,0.58,0.08,-11.36,506
7014094,1.14,0.26,-9.50,506
7015121,0.95,0.04,-10.51,506
7016147,1.74,0.04,-10.35,506
7017175,1.21,-0.19,-9.58,506
7018202,0.24,0.04,-9.11,506
7019229,-0.17,0.11,-11.40,506
7020256,1.33,0.19,-10.59,506
7021283,1.29,1.05,-10.93,506
7022310,-0.54,-0.41,-9.35,506
7023336,2.15,0.00,-10.86,506
7024363,2.52,0.30,-10.51,506
7025403,0.32,0.08,-11.40,506
7026430,1.74,0.04,-10.93,506
7027458,2.89,0.53,-10.93,506
7028484,1.06,1.20,-11.48,506
7029511,0.65,0.45,-11.55,506
7030544,0.17,-0.56,-9.62,506
7031571,1.10,-0.26,-10.16,506
7032598,-0.09,-0.34,-10.97,506
7033625,-1.48,0.08,-10.62,506
7034652,1.33,0.56,-10.04,506
7035679,2.89,0.68,-12.29,506
7036706,-0.54,-1.28,-10.78,506
7037733,0.20,0.00,-8.96,506
7038760,2.11,0.11,-12.60,506
7039788,2.00,-0.67,-11.20,506
7040815,1.40,-0.45,-10.39,506
7041842,0.39,1.50,-10.89,506
7042869,0.80,3.01,-11.82,506
7043896,1.47,0.56,-10.89,506
7044924,1.74,-1.13,-10.12,506
7045951,0.99,-1.16,-9.58,506
7046978,-2.11,-0.11,-11.67,506
7048011,3.87,1.50,-10.78,506
7049038,3.38,0.38,-11.94,506
7050065,-1.48,-0.22,-9.23,506
7051092,2.74,0.79,-11.78,506
7052120,1.55,-0.22,-11.75,506
7053147,0.24,-1.20,-10.16,506
7054174,-1.22,0.45,-10.12,506
7055201,0.84,2.59,-11.90,506
7056228,2.97,2.29,-12.02,506
7057255,1.70,-0.49,-9.39,506
7058282,0.24,-1.01,-10.28,506
7059309,1.44,0.11,-10.31,506
7060336,-0.58,2.52,-10.89,506
7061363,0.47,0.94,-10.89,506
7062390,1.70,-0.45,-11.44,506
7063417,1.44,-1.39,-10.93,506
7064444,-0.66,-0.07,-11.44,506
7065479,-0.17,1.02,-9.85,506
7066505,2.74,1.24,-11.75,506
7067532,0.69,-0.98,-10.86,506
7068560,0.32,-0.75,-11.51,506
7069587,0.95,-0.04,-12.29,506
7070614,1.21,0.79,-10.55,506
7071641,1.21,0.08,-11.36,506
7072668,1.47,0.04,-10.31,506
7073695,1.18,0.08,-10.28,506
7074739,0.95,0.72,-12.06,506
7075766,-0.24,1.09,-9.62,506
7076793,2.52,0.87,-12.21,506
7077833,1.85,-0.37,-10.59,506
7078860,-1.10,-1.35,-9.39,506
7079901,0.58,-1.61,-11.40,506
7080928,2.07,0.11,-9.50,506
7081955,0.13,2.82,-11.13,506
7082988,0.69,2.56,-10.24,506
7084015,1.36,2.74,-11.36,506
7085042,0.91,-0.19,-10.35,506
7086069,0.65,-3.60,-10.93,506
7087096,1.44,-2.14,-10.47,506
7088123,1.14,0.56,-9.58,506
7089150,1.06,2.26,-11.63,506
7090178,0.39,1.65,-9.35,506
7091205,2.26,0.72,-11.63,506
7092232,-0.36,-0.07,-10.20,506
7093259,-0.28,-0.49,-9.62,506
7094286,2.03,-0.52,-10.97,506
7095313,1.25,-0.07,-11.40,506
7096340,0.13,-0.04,-11.09,506
7097367,0.17,-0.45,-9.77,506
7098394,1.33,0.04,-11.63,506
7099421,0.09,-0.64,-10.35,506
7100454,0.62,0.00,-10.31,506
7101481,0.62,-0.19,-11.01,506
7102509,1.92,0.15,-12.21,506
7103536,1.10,0.08,-10.08,506
7104563,1.25,0.08,-10.62,506
7105590,-0.43,0.04,-8.80,506
7106617,-0.17,0.04,-11.67,506
7107644,0.47,-0.19,-10.89,506
7108671,1.36,0.90,-10.20,506
7109711,0.91,0.90,-11.01,506
7110738,-0.73,-1.24,-10.47,506
7111766,0.58,-0.11,-11.78,506
7112793,3.04,2.03,-11.36,506
7113820,0.91,1.28,-9.85,506
7114847,-0.24,-1.35,-10.04,506
7115874,2.18,0.15,-11.17,506
7116907,2.11,1.02,-12.37,506
7117934,0.84,-1.28,-9.77,506
7118961,1.25,-1.65,-11.71,506
7119988,1.89,-0.37,-10.24,506
7121015,1.47,0.45,-10.93,506
7122042,0.91,1.20,-11.24,506
7123069,1.25,1.17,-9.85,506
7124097,1.10,0.49,-10.89,506
7125124,1.33,-0.94,-11.28,506
7126151,2.03,-0.98,-10.35,506
7127178,0.17,0.08,-10.93,506
7128205,0.17,1.20,-10.43,506
7129232,-0.88,0.94,-10.55,506
7130259,1.59,0.64,-11.51,506
7131286,2.33,-0.41,-10.39,506
7132313,0.20,-1.16,-10.93,506
7133340,0.80,0.00,-11.20,506
7134373,1.03,0.23,-9.93,506
7135400,0.88,0.30,-11.36,506
7136428,1.74,0.08,-11.36,506
7137455,-0.43,-1.01,-8.84,506
7138482,0.05,-2.85,-11.05,506
7139509,0.76,-1.31,-10.66,506
7140536,1.62,1.17,-9.23,506
7141563,1.55,2.41,-11.78,506
7142590,0.13,1.50,-10.24,506
7143617,1.36,0.72,-9.50,506
7144644,0.13,-0.30,-10.97,506
7145671,1.14,-0.22,-11.59,506
7146698,-1.85,-0.37,-7.64,506
7147725,3.01,0.75,-12.48,506
7148752,1.33,1.20,-9.31,506
7149779,-0.32,0.75,-10.78,506
7150808,1.18,1.17,-10.04,506
7151870,1.21,-0.98,-9.93,506
7152898,1.66,-0.07,-9.89,506
7153925,0.17,0.64,-11.67,506
7154952,0.99,0.68,-10.04,506
7155991,0.95,0.94,-11.32,506
7157018,-0.62,-0.67,-9.81,506
7158045,1.21,-0.56,-10.55,506
7159072,1.10,0.08,-10.78,506
7160099,2.30,0.72,-10.86,506
7161126,1.44,-0.04,-11.48,506
7162153,-1.51,0.00,-10.97,506
7163181,1.59,0.68,-11.17,506
7164208,1.06,0.75,-11.71,506
7165235,-0.17,0.45,-9.81,507
7166262,2.03,0.08,-11.82,506
7167289,1.44,0.00,-10.00,506
7168316,0.84,-0.41,-11.51,506
7169349,0.80,0.19,-10.43,506
7170376,0.54,0.30,-11.01,506
7171403,0.69,0.11,-10.24,506
7172430,0.58,0.83,-10.97,506
7173457,-1.59,0.94,-10.39,506
7174484,1.18,1.54,-10.12,506
7175512,0.73,0.56,-10.97,506
7176539,0.99,-0.67,-9.31,506
7177566,0.99,-1.01,-10.66,506
7178593,0.58,-0.45,-10.28,506
7179620,0.17,0.08,-11.67,506
7180647,0.17,0.68,-9.58,506
7181674,0.35,0.45,-11.05,506
7182701,0.95,-0.22,-9.62,506
7183728,2.63,-0.79,-9.66,506
7184755,1.85,-0.52,-10.74,506
7185782,0.84,0.08,-10.74,506
7186816,-1.40,0.08,-9.04,506
7187843,0.02,0.19,-10.35,506
7188870,1.44,-0.11,-10.62,506
7189897,1.29,-1.13,-10.93,506
7190924,0.17,-0.15,-10.04,506
7191951,1.62,0.75,-12.33,506
7192978,1.62,0.04,-10.97,506
7194018,0.69,0.19,-10.89,506
7195045,-0.28,1.24,-11.05,506
7196072,0.02,2.11,-10.51,506
7197100,0.65,2.44,-11.01,506
7198127,1.06,-0.30,-12.44,506
7199154,1.40,-1.95,-8.73,506
7200181,1.03,0.60,-9.97,506
7201208,1.47,2.41,-11.24,506
7202235,0.58,1.20,-10.35,506
7203262,0.39,-1.43,-11.59,506
7204295,1.40,-1.43,-11.05,506
7205322,-0.06,-0.26,-9.97,506
7206349,1.06,1.77,-10.51,506
7207376,3.49,1.39,-10.93,506
7208403,-0.28,0.15,-10.74,506
7209431,-1.03,-0.04,-9.31,506
7210458,2.67,0.60,-11.13,506
7211485,1.55,0.15,-10.35,506
7212512,-0.47,-0.64,-10.00,506
7213539,1.36,0.19,-10.51,506
7214566,1.29,0.04,-10.08,506
7215593,0.17,-0.49,-10.43,506
7216620,0.50,0.08,-10.24,506
7217647,0.91,0.68,-11.28,506
7218674,0.28,1.24,-8.69,506
7219701,0.99,1.54,-11.59,506
7220728,0.88,-0.15,-9.50,506
7221762,1.40,-0.49,-10.12,506
7222789,1.21,-0.30,-10.35,506
7223816,2.26,1.17,-10.28,506
7224843,1.44,3.53,-11.75,506
7225883,2.37,3.50,-10.93,506
7226910,2.11,-1.28,-11.05,506
7227937,1.74,-2.63,-10.43,506
7228980,0.17,-1.46,-9.46,506
7230007,0.95,0.49,-10.12,506
7231034,1.10,2.29,-11.55,506
7232061,0.43,1.50,-10.89,506
7233100,0.47,-0.49,-10.24,506
7234127,1.14,-0.56,-10.39,506
7235154,0.17,-0.52,-8.84,506
7236182,0.17,0.00,-11.13,506
7237209,1.33,1.09,-10.97,506
7238236,1.74,1.17,-12.75,506
7239269,1.21,-0.11,-10.97,506
7240296,0.84,-0.49,-9.62,506
7241323,0.73,-0.56,-9.85,506
7242350,0.20,0.19,-10.12,506
7243377,-0.06,0.98,-12.29,506
7244404,0.13,1.69,-11.17,506
7245431,2.48,0.34,-11.13,506
7246458,1.85,-0.94,-10.55,506
7247485,0.17,-0.82,-9.85,506
7248513,1.33,0.19,-11.59,506
7249540,1.40,1.43,-11.59,506
7250567,-0.51,0.08,-8.38,506
7251594,0.76,0.15,-11.86,506
7252621,1.21,-0.52,-10.66,506
7253648,-1.55,-0.71,-10.89,506
7254675,-0.02,-1.28,-7.80,506
7255702,0.73,-1.58,-10.39,506
7256735,2.22,0.94,-9.66,506
7257762,1.14,3.23,-12.83,506
7258788,-1.25,-0.04,-9.97,506
7259815,0.09,-2.44,-10.82,506
7260843,2.60,-0.82,-10.86,506
7261870,0.99,0.08,-10.31,506
7262897,1.55,0.23,-8.53,506
7263924,0.17,1.62,-12.56,506
7264951,0.62,1.02,-10.28,506
7265978,0.13,-0.41,-10.35,506
7267005,0.39,-0.49,-10.04,506
7268032,-0.06,-0.04,-10.24,506
7269059,0.17,0.19,-11.67,506
7270086,1.10,0.08,-10.28,506
7271113,1.29,0.11,-10.86,506
7272140,1.21,-0.07,-10.74,506
7273174,0.84,-0.41,-10.00,506
7274201,0.02,0.19,-10.12,506
7275228,0.17,0.04,-11.20,506
7276255,0.17,-0.98,-9.89,506
7277282,0.99,-0.67,-11.75,506
7278322,0.20,-0.22,-8.73,506
7279349,0.17,0.53,-11.13,506
7280376,1.44,0.60,-9.73,506
7281403,1.06,1.17,-10.20,506
7282429,1.36,0.08,-10.47,506
7283457,1.25,-0.41,-10.59,506
7284484,0.13,-0.34,-10.31,506
7285511,-0.99,-0.41,-7.80,506
7286538,-0.43,0.08,-11.48,506
7287565,0.69,-0.11,-10.70,506
7288592,0.95,0.23,-10.93,506
7289619,1.29,0.79,-9.23,506
7290652,0.80,0.87,-11.24,506
7291679,1.29,0.53,-10.20,506
7292706,2.48,0.04,-12.87,506
7293733,0.02,0.04,-9.93,506
7294760,0.09,1.20,-11.86,506
7295788,0.09,0.00,-9.54,506
7296815,0.76,-1.05,-11.09,506
7297842,1.89,-0.41,-9.19,506
7298868,1.25,-0.22,-10.82,506
7299908,0.47,0.08,-9.77,506
7300935,0.28,1.05,-12.09,506
7301962,0.47,1.73,-10.39,506
7302989,0.13,1.35,-10.39,506
7304016,1.21,0.45,-10.20,506
7305043,0.13,0.08,-10.20,506
7306087,-1.10,-1.76,-11.17,506
7307114,-0.17,-0.90,-10.31,506
7308148,2.15,0.08,-11.05,506
7309186,1.55,2.03,-11.78,506
7310213,-0.09,2.07,-10.31,506
7311240,0.24,2.11,-10.51,506
7312267,2.18,0.94,-12.06,506
7313294,1.96,0.00,-11.48,506
7314321,-0.58,-1.65,-10.08,506
7315348,2.33,-0.67,-9.23,506
7316375,1.92,0.08,-11.01,506
7317402,0.28,0.26,-10.16,506
7318429,0.62,1.24,-10.93,506
7319456,1.44,0.60,-10.59,506
7320483,-1.10,-0.34,-10.12,506
7321510,-0.54,-1.84,-10.16,506
7322537,1.81,-0.45,-10.59,506
7323565,2.78,0.79,-9.93,506
7324592,0.17,1.05,-9.66,506
7325625,1.40,1.13,-11.20,506
7326652,1.03,0.11,-10.93,506
7327679,-2.08,-0.56,-10.08,506
7328706,2.67,0.08,-11.90,506
7329733,1.33,-0.37,-10.70,506
7330760,-0.36,-0.49,-10.35,506
7331787,0.91,0.19,-9.27,506
7332814,1.81,0.83,-10.89,506
7333840,0.54,1.35,-8.46,506
7334867,3.23,1.73,-13.22,506
7335895,0.91,0.08,-10.86,506
7336922,-0.47,-0.34,-10.28,506
7337949,0.80,0.04,-11.51,506
7338976,0.20,-0.49,-9.54,506
7340003,1.06,-0.07,-10.04,506
7341030,2.26,0.64,-11.05,506
7342057,1.06,1.17,-11.86,506
7343090,1.06,0.68,-12.33,506
7344117,-0.17,-0.30,-10.74,506
7345144,2.30,-0.07,-10.12,506
7346171,1.59,1.05,-11.51,506
7347198,-0.13,0.08,-10.86,506
7348226,0.47,-1.13,-11.13,506
7349253,0.62,-0.60,-10.24,506
7350279,1.18,-0.26,-10.70,506
7351306,0.65,1.02,-10.97,506
7352333,1.36,1.20,-11.09,506
7353360,0.50,0.75,-11.24,506
7354387,0.17,0.08,-9.93,506
7355414,0.69,0.04,-11.98,506
7356441,2.07,0.75,-11.09,506
7357468,0.76,-0.15,-10.89,506
7358495,0.17,-0.79,-9.89,506
7359522,1.89,-1.09,-10.20,506
7360556,1.14,0.41,-11.05,506
7361583,-0.36,1.05,-9.58,506
7362622,0.80,0.94,-11.48,506
7363649,0.35,0.79,-9.97,506
7364676,1.96,0.98,-11.78,506
7365703,0.47,0.08,-9.58,506
7366730,1.44,0.08,-11.05,506
7367757,0.17,0.75,-9.89,506
7368784,-0.73,1.17,-10.86,506
7369810,1.89,0.68,-9.46,506
7370838,-0.13,-0.45,-10.31,506
7371865,-0.09,0.00,-10.97,506
7372892,2.48,0.04,-11.40,506
7373944,1.29,0.72,-11.20,506
7374971,-0.39,0.26,-9.11,506
7375998,2.74,0.87,-11.67,506
7377026,0.05,0.83,-10.66,506
7378059,0.17,-0.49,-11.44,506
7379086,1.47,-0.75,-9.58,506
7380113,-0.58,-0.82,-10.12,506
7381140,1.03,0.04,-9.66,506
7382167,0.84,-0.15,-10.97,506
7383211,1.03,0.56,-11.67,506
7384238,1.18,1.20,-10.89,506
7385277,1.44,0.53,-10.16,506
7386304,0.65,-0.11,-9.39,506
7387330,1.25,-0.19,-10.47,506
7388357,0.43,1.32,-9.93,506
7389384,0.28,1.13,-11.05,506
7390411,1.18,0.08,-9.89,506
7391438,-0.09,-0.86,-11.05,506
7392465,1.21,-0.19,-10.82,506
7393492,1.14,0.60,-9.97,506
7394520,0.32,0.41,-10.31,506
7395553,1.85,0.11,-10.28,506
7396580,1.14,0.56,-11.51,506
7397607,0.28,-0.04,-11.05,506
7398634,0.17,-0.71,-10.89,506
7399661,2.00,0.30,-10.59,506
7400687,0.69,0.75,-10.28,506
7401714,0.13,1.05,-10.20,506
7402741,0.76,0.26,-12.98,506
7403768,2.26,-0.41,-10.43,506
7404795,-0.47,-0.41,-9.69,506
7405822,1.44,0.08,-10.31,506
7406850,1.74,0.72,-10.86,506
7407877,-0.28,1.92,-9.62,506
7408904,1.03,1.73,-12.52,506
7409931,0.62,-0.52,-9.81,506
7410958,1.03,-1.58,-9.77,506
7411985,2.15,-0.30,-10.35,506
7413018,0.17,0.11,-10.89,506
7414045,0.73,0.49,-10.74,506
7415071,0.17,-0.11,-9.85,506
7416098,0.17,0.72,-11.36,506
7417125,1.14,0.94,-10.66,506
7418152,0.95,0.34,-9.93,506
7419180,0.69,0.23,-9.62,506
7420207,1.10,0.08,-10.47,506
7421234,0.50,0.56,-9.66,506
7422261,0.39,0.64,-10.74,506
7423288,-0.62,-0.26,-11.13,506
7424315,-0.21,-0.22,-8.92,506
7425342,1.47,0.26,-11.24,506
7426368,0.62,1.47,-10.04,506
7427395,1.36,0.90,-10.78,506
7428422,2.15,1.65,-11.51,506
7429449,1.51,0.04,-10.04,506
7430482,0.24,0.08,-11.17,506
7431510,0.43,0.26,-10.31,506
7432537,1.14,1.50,-10.28,506
7433564,-0.06,1.47,-10.51,506
7434591,0.24,1.58,-10.35,506
7435618,0.73,0.87,-11.20,506
7436644,0.20,-0.90,-10.70,506
7437671,0.80,-0.45,-8.46,506
7438698,1.81,-0.49,-11.86,506
7439725,1.29,0.08,-9.81,506
7440752,1.44,0.34,-11.01,506
7441779,1.47,1.32,-10.55,506
7442806,0.17,3.23,-11.01,506
7443833,-0.13,0.56,-11.01,506
7444860,0.43,-2.29,-10.93,506
7445886,1.77,-1.35,-9.97,506
7446927,1.47,0.23,-10.43,506
7447973,0.73,0.60,-10.16,506
7449000,0.17,1.47,-11.40,506
7450028,0.76,0.15,-10.24,506
7451055,1.36,0.98,-11.09,506
7452082,0.20,0.08,-10.47,506
7453108,0.84,0.75,-10.35,506
7454135,1.21,2.52,-10.93,506
7455162,0.88,0.68,-10.55,507
7456189,-0.69,-2.25,-9.89,506
7457216,-0.17,-0.98,-7.95,506
7458243,-0.09,0.45,-11.09,506
7459270,0.91,1.09,-10.08,506
7460314,0.80,0.98,-10.82,506
7461341,2.03,0.19,-11.48,506
7462380,2.67,0.08,-10.39,506
7463407,0.69,-0.11,-10.51,506
7464434,0.88,0.83,-11.78,506
7465467,1.06,0.79,-11.67,506
7466494,-0.02,-0.60,-10.31,506
7467522,0.24,-0.11,-11.59,506
7468549,1.85,0.56,-10.97,506
7469576,2.07,0.83,-11.48,506
7470602,0.09,-0.30,-8.92,506
7471629,0.05,-0.60,-11.44,506
7472656,2.22,0.04,-11.01,507
7473683,0.17,-0.94,-10.12,506
7474710,0.73,0.38,-11.75,506
7475737,0.99,0.15,-11.17,506
7476764,0.58,-0.71,-11.01,506
7477791,-0.21,-2.18,-10.39,506
7478818,0.80,-2.55,-10.93,506
7479845,1.10,-1.69,-10.20,506
7480872,0.09,-1.28,-10.08,506
7481906,0.69,-1.05,-11.24,506
7482933,0.13,-0.90,-10.55,506
7483959,0.43,-0.34,-10.59,506
7484986,1.18,-0.19,-10.04,506
7486013,0.91,-0.82,-11.51,506
7487040,0.80,-0.49,-10.51,506
7488067,0.28,-0.79,-11.78,506
7489094,0.99,0.23,-10.47,506
7490121,1.62,0.45,-11.01,506
7491148,-0.13,1.58,-11.24,507
7492175,0.84,1.05,-9.62,506
7493201,1.18,0.08,-11.59,506
7494228,-0.92,-0.64,-8.88,506
7495256,2.30,-0.49,-11.24,506
7496283,1.85,-0.30,-10.16,506
7497310,0.17,0.04,-10.51,506
7498337,1.06,0.08,-10.43,506
7499370,0.91,1.05,-10.70,506
7500397,0.58,1.32,-9.77,506
7501424,-0.13,0.19,-11.48,506
7502450,1.21,-1.43,-10.20,506
7503477,1.14,-0.82,-10.04,506
7504504,0.09,0.08,-11.67,506
7505531,0.32,1.62,-11.20,506
7506558,1.18,1.13,-10.70,506
7507586,0.50,0.08,-11.28,506
7508613,0.17,-0.67,-9.35,506
7509640,2.07,-0.64,-11.05,506
7510666,1.92,0.26,-10.97,506
7511693,0.84,1.05,-9.93,506
7512720,1.85,0.87,-9.54,507
7513747,0.17,-0.22,-11.20,506
7514774,0.80,-1.09,-10.55,506
7515801,1.06,0.79,-10.78,506
7516834,1.25,-0.15,-12.06,506
7517861,0.47,0.83,-10.04,506
7518887,1.06,1.62,-10.89,506
7519915,0.58,1.54,-11.01,506
7520955,1.66,0.26,-8.96,506
7521982,0.73,0.04,-10.12,506
7523009,2.03,1.28,-10.00,506
7524036,1.14,2.11,-9.73,506
7525063,0.02,0.64,-10.89,506
7526089,0.39,-0.82,-10.31,506
7527116,1.25,0.08,-11.48,506
7528143,-0.51,0.45,-10.74,506
7529170,-0.39,0.83,-8.42,506
7530198,1.51,1.13,-11.67,506
7531238,1.33,1.17,-9.50,506
7532265,0.35,0.19,-9.54,506
7533291,-0.09,1.02,-10.24,506
7534325,0.17,0.72,-10.62,506
7535351,0.76,-0.60,-10.20,506
7536378,2.26,0.60,-10.82,506
7537421,0.80,1.35,-10.35,506
7538460,0.91,0.94,-10.93,506
7539487,1.25,0.38,-11.90,506
7540514,0.32,0.08,-10.04,506
7541541,0.50,0.38,-10.89,506
7542568,0.17,-0.34,-10.86,506
7543595,0.02,0.30,-11.13,507
7544622,1.85,0.75,-10.78,506
7545649,0.95,0.11,-9.66,506
7546676,1.77,0.64,-11.32,506
7547703,0.99,0.34,-10.89,506
7548730,0.84,-0.64,-10.70,506
7549757,0.17,-1.01,-10.31,506
7550783,0.88,-0.15,-10.31,506
7551816,0.65,0.15,-11.20,506
7552842,0.95,-0.45,-10.28,506
7553869,1.36,0.08,-11.24,506
7554896,0.39,0.34,-10.16,506
7555923,0.54,0.08,-10.89,506
7556951,-0.39,0.68,-9.73,506
7557978,2.74,1.02,-10.59,506
7559004,0.91,1.24,-9.93,506
7560031,-1.29,1.24,-9.89,506
7561058,0.24,0.08,-10.24,506
7562085,2.48,0.11,-12.02,506
7563112,0.73,0.08,-11.13,506
7564139,-0.84,0.00,-8.88,506
7565166,1.33,0.11,-10.97,506
7566192,1.36,0.15,-12.17,506
7567219,0.58,1.24,-10.93,506
7568246,0.76,0.83,-7.49,506
7569277,0.88,0.45,-10.93,506
7570305,0.73,0.08,-9.97,506
7571332,0.09,0.08,-9.00,506
7572358,0.76,-0.19,-11.94,507
7573385,1.18,-0.04,-10.47,506
7574412,1.62,0.72,-9.85,506
7575439,1.14,1.20,-10.97,506
7576466,1.29,0.98,-10.86,506
7577493,2.22,0.26,-10.78,506
7578520,0.17,0.90,-9.97,507
7579547,-0.06,3.08,-11.20,506
7580573,0.17,0.11,-11.40,506
7581600,0.17,-0.86,-8.65,506
7582627,1.03,-3.04,-10.89,506
7583654,0.13,-0.22,-11.48,506
7584681,1.44,1.84,-10.16,506
7585709,2.11,2.56,-11.98,506
7586741,0.65,0.60,-9.11,506
7587768,1.62,0.08,-11.67,506
7588795,0.39,0.53,-10.93,506
7589822,-0.36,0.26,-9.19,506
7590849,0.35,0.79,-11.05,506
7591876,1.62,0.72,-9.97,506
7592903,1.25,0.72,-11.59,506
7593930,1.03,0.00,-10.00,506
7594957,0.99,0.53,-9.50,506
7595997,0.43,2.18,-11.40,506
7597024,0.17,2.11,-10.86,506
7598051,1.18,0.98,-10.16,506
7599078,1.29,0.08,-10.89,506
7600105,0.99,-0.90,-10.93,506
7601132,1.29,-1.69,-11.05,506
7602159,0.95,-0.07,-10.51,506
7603186,0.20,1.17,-10.70,506
7604219,0.88,0.87,-10.82,506
7605246,1.44,0.45,-9.00,506
7606274,1.14,0.41,-11.17,506
7607302,1.21,0.30,-10.43,506
7608329,1.55,0.30,-10.04,506
7609356,-0.06,0.98,-10.31,506
7610383,0.80,0.08,-9.27,506
7611410,0.39,-0.98,-11.63,506
7612437,0.69,-0.86,-11.40,507
7613464,0.05,-0.67,-10.31,506
7614508,1.21,0.41,-9.23,506
7615548,2.45,0.56,-10.97,506
7616587,0.24,0.56,-10.97,506
7617614,-0.24,0.38,-11.44,506
7618641,1.77,0.08,-10.86,506
7619668,0.39,0.08,-10.24,506
7620696,0.13,-0.11,-11.63,506
7621729,0.88,0.08,-10.35,506
